recipe_name,niacin,vitaminB6,vitaminC,sodium,carbohydrates,sugars,calories,thiamin,caloriesFromFat,folate,calcium,fiber,fat,iron,cholesterol,protein,vitaminA,potassium,saturatedFat,magnesium,apple,avocado,bacon,basil,bay lea,beans,beef,bell pepper,black pepper,bouillon,bread,bread crumbs,broccoli,broth,butter,carrot,cayenne pepper,celery,cheese,chicken,chile peppers,chili powder,cilantro,corn,cream,cucumber,cumin,dressing,egg,flour,garlic,ginger,ham,honey,lemon,lettuce,lime,mayonnaise,milk,mushroom,mustard,noodles,oil,olives,onion,oregano,paprika,parsley,pasta,peas,pork ,potatoe,red pepper,rice,roast,rosemary,sage,salsa,salt,salt and ground black pepper,sauce,spinach,stock,sugar,thyme,tomato,vinegar,water,wine,zucchini,category
Aztec Casserole,15.18285,0.4987533,35.3848,795.1059,31.6416,2.653,664.9307,0.1712633,395.7942,41.32747,425.7675,4.349333,43.97713,2.000233,165.5993,38.10653,1856.007,625.9407,25.06537,87.40907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Aztec Salsa,1.184321,0.143979,10.54415,493.6419,12.81042,4.210927,153.3146,0.067662,102.444,42.307,13.418,4.161944,11.38267,0.43227,0.0,2.077814,411.074,311.5456,1.614996,17.317,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Vegetable Salads
BBQ Chili Pasta,6.199166,0.3959423,21.84827,999.5731,57.50937,14.38217,339.5899,0.1056157,66.18008,120.3571,46.52584,4.730686,7.353343,3.129242,29.49333,14.44289,754.7371,539.3313,1.539357,52.96037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Pasta
BBQ Sauerkraut Casserole,9.115939,0.4694684,34.42883,1133.308,33.68615,28.90029,335.6483,0.09981166,121.8396,56.29166,78.235,3.903808,13.53773,4.324667,68.92667,20.92319,387.6833,684.9217,5.280497,44.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Casseroles
BLT Linguine,8.690292,0.2836182,16.45831,993.9808,46.44999,4.09762,391.1271,0.2265154,125.9141,153.4003,154.3093,3.266686,13.99046,2.767942,34.1,21.13026,2077.541,526.7031,5.195483,59.2086,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Pasta
BLTC Cavatini,7.138985,0.2555567,20.00167,435.3407,58.4641,4.518567,491.8128,0.22571,194.4261,232.8,105.6557,4.329333,21.6029,3.010967,33.76238,17.71547,3792.73,479.17,7.675801,53.15667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Pasta
Bacon and Egger Dinner Salad,5.403217,0.4650373,73.41616,595.1279,12.75296,5.764654,330.7914,0.2656804,226.4794,118.1253,115.4953,4.141586,25.16438,2.492392,221.697,15.64614,1703.973,749.5723,5.875888,46.2649,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vegetable Salads
"Bacon, Brussels Sprouts, and Mushroom Linguine",10.6012,0.433415,96.53063,777.561,68.95358,5.050333,557.0739,0.3330789,169.7133,218.8107,141.0129,9.387262,18.85703,5.10607,33.18333,30.54074,1043.703,730.7818,5.623682,72.12732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pasta
Baja Salad,3.001274,0.3272702,25.6577,405.4206,13.60963,4.399466,222.9622,0.2002347,151.0372,133.4098,196.9043,5.101719,16.78191,1.499956,28.03955,7.420924,3790.968,531.2472,6.144333,41.83769,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Vegetable Salads
Baked Brisket,9.76729,0.5836716,3.0575,99.89618,3.423279,0.6494789,486.7987,0.1372303,361.6397,15.24854,21.447,0.4257057,40.18219,2.542919,110.376,26.05656,315.4067,446.1545,16.17244,28.98895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Roasts
Baked Cauliflower Casserole,6.362484,0.3510258,44.46298,1204.525,15.51083,4.363056,383.5298,0.1471501,225.2798,91.07328,430.46,3.77235,25.03108,2.717854,192.4962,25.79534,884.8303,451.8376,12.52552,40.6515,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Baked Chicken and Okra,9.432952,0.5889,18.81635,321.6169,38.9692,4.02734,348.0679,0.3351547,97.14499,98.408,85.3742,2.65989,10.79389,3.99135,58.216,22.97224,323.8895,556.0267,2.984418,57.325,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Casseroles
Baked Chicken with Applesauce Stuffing,17.37519,0.5970572,2.873449,1099.509,67.33609,11.70164,796.2219,0.7162853,350.7632,102.7059,200.1322,5.207535,38.97369,6.823906,144.019,42.30032,760.0026,532.9882,16.7569,68.4313,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,Casseroles
Baked Creamed Corn II,1.387039,0.07317688,2.384406,430.5156,11.7681,2.869169,303.2655,0.03603681,247.5517,14.67137,73.66375,0.9564,27.50574,0.349065,82.14655,4.867465,943.1302,97.50656,16.36324,9.828656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Baked Eggplant Alla Romana,15.44811,0.6511512,10.51275,1030.213,31.38841,16.497,678.2513,0.2164594,440.1486,77.48375,211.4575,9.710915,48.9054,3.8492,130.6925,29.8937,695.9181,1096.909,12.52254,75.43625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Baked Rigatoni with Italian Sausage and Fennel,9.648648,0.3927665,14.75041,1020.788,57.30503,10.23918,499.4876,0.3017579,174.4728,135.9392,274.6746,5.234562,19.38587,3.23781,51.68964,24.53381,1243.234,645.3922,7.943115,62.84553,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,Pasta
Baked Spaghetti Squash with Beef and Veggies,9.361116,0.3621452,36.42288,590.276,12.78281,6.024006,398.7644,0.09531349,237.5446,32.22789,434.8006,2.89878,26.39385,3.768011,100.2105,27.24059,1674.679,493.779,14.48067,41.7505,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Casseroles
Baked Spoon Bread,2.989277,0.1264971,0.8525,417.9617,27.42048,5.7398,414.9551,0.2176262,276.392,67.48709,162.4685,0.9722,30.71022,1.770387,210.3354,8.669063,1103.917,206.0733,17.95722,21.67117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Casseroles
Baked Ziti I,14.65344,0.4511973,4.0365,913.6405,58.437,14.32471,578.1535,0.3523827,227.4053,114.1299,358.6738,6.0156,25.26725,3.456034,71.33031,27.87455,1135.29,721.2083,12.69393,72.15511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Pasta
Balsamic Roasted Pork Loin,7.555142,0.364575,0.72225,731.9138,3.0855,2.2095,299.07,0.663195,210.8521,4.2117,31.69875,0.0756,23.42801,0.9564375,55.0425,18.31766,6.04125,301.335,5.476102,18.8865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Roasts
Balsamic Roasted Vegetable Salad,5.4563,0.8732498,177.7476,58.20411,47.34878,6.297744,288.9042,0.281562,81.49483,158.9263,98.28217,7.476317,9.054981,4.178258,0.0,8.640686,4894.352,1413.038,1.357098,116.2337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,Vegetable Salads
Balsamic Vinegar Potato Salad,3.880344,0.4674975,37.09102,406.9589,51.12753,5.632503,257.0678,0.1386656,34.79415,51.52625,54.36721,6.642468,3.866017,2.843408,0.0,6.882432,859.9915,1249.759,0.5651325,60.985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Vegetable Salads
Bangin' Smokey Beef Brisket,3.095531,0.2008905,1.500997,682.1465,3.603485,1.138135,230.8834,0.038709,159.9004,8.163845,16.46065,0.358394,17.76671,1.44181,46.624,12.24993,3.5845,189.6407,6.452415,13.47766,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Roasts
Barbeque Beef Bake,10.57846,0.2898433,1.853,1296.258,44.1323,14.66101,664.2623,0.08601667,371.0833,26.57667,404.2494,1.317273,41.23147,3.426008,169.12,28.44175,633.7634,459.1384,18.75376,36.12667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Barbeque Beef Casserole,6.036092,0.1832752,12.65911,1231.569,52.22838,11.75834,419.7358,0.078602,135.1529,48.84467,160.1866,1.666748,15.01699,3.860735,47.52207,18.73617,449.7918,315.5652,4.772904,21.40427,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Casseroles
Basil Chicken and Pasta,18.66477,0.687853,2.905725,223.5968,28.5893,0.15086,535.3774,0.1010371,281.3844,9.64875,128.3356,1.608945,31.26493,1.290198,167.068,34.54031,1164.647,378.6174,18.89951,42.04075,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasta
Bean Burrito Casserole,2.651071,0.1867742,19.37362,1587.012,57.30445,6.405722,541.1807,0.084181,254.392,39.43233,227.4803,7.420142,28.26578,2.166119,47.20549,16.9297,1063.246,381.3188,12.65003,27.6105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Casseroles
Bean Casserole,6.478748,0.2759238,43.19342,1013.491,59.76867,7.422559,421.3275,0.4716572,123.1308,113.9179,151.9273,9.927849,13.6812,4.492567,5.5,16.84983,4716.303,396.4843,2.807274,34.29006,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,Casseroles
Bean Potato Enchiladas,4.873349,0.383782,8.784419,731.865,54.71288,3.390043,475.1298,0.1791487,197.0587,41.62494,374.4149,7.777688,21.89541,2.06101,47.51106,16.85784,584.2211,502.124,10.53702,90.95685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Beans and Franks Applesauce Bake,5.268757,0.1653588,5.513263,1266.16,37.17556,18.9124,440.6406,0.1091822,232.7899,18.43463,193.3157,6.28201,25.86555,3.281059,54.31858,17.28684,212.6526,509.0233,10.66369,59.93484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Casseroles
"Beans, Beans, and Beans",6.736726,0.2426442,5.844375,1528.224,67.52834,35.14087,448.7902,0.208022,105.495,36.23875,120.0931,10.24603,11.72167,4.382264,43.155,21.19706,15.57496,626.3967,3.901892,72.42828,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,Casseroles
Beef Bourguignon II,9.764219,0.6198572,12.78727,1332.726,21.89436,6.686112,583.13,0.25515,278.909,56.96569,111.6739,4.138717,30.98989,4.437026,124.7937,32.22808,5701.104,729.5383,14.86234,56.88747,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Casseroles
Beef Brisket My Way,7.958613,0.417033,8.605313,271.3426,10.47064,5.262488,529.1085,0.146142,355.2612,24.62907,63.57084,2.039549,39.47347,4.300702,116.5894,30.56319,4668.713,573.9659,15.43953,38.03421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,Roasts
Beef Burger Pie with Cheese Puff,8.140025,0.2067269,7.976041,1133.348,28.16837,5.456668,375.9318,0.2324324,181.2851,56.95679,193.5285,3.254067,20.14279,5.076195,53.63661,18.954,6184.745,406.5533,7.144074,24.20417,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Casseroles
Beef Burgundy Casserole,9.574645,0.4287978,0.6577778,534.1461,22.99515,1.841991,473.5356,0.2384813,279.1953,70.099,24.52044,1.513284,31.02171,3.124987,91.19822,22.41463,24.94289,365.4211,12.56518,37.91378,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Casseroles
Beef Enchiladas I,11.45669,0.8103987,59.8545,2265.864,44.88078,11.47788,540.2302,0.2728799,249.2498,51.37489,469.871,8.437023,27.69442,4.825816,89.43881,32.24449,2080.356,1151.192,14.47758,111.5829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Beef Parmesan with Garlic Angel Hair Pasta,27.72219,1.188976,29.4408,1567.086,87.01698,15.24099,1014.283,0.3198744,424.5027,133.7749,282.9505,8.347613,47.16696,8.141642,156.6641,59.37675,1181.717,1312.776,19.28117,89.40175,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Pasta
Beef Sirloin Tip Roast with Mushrooms,18.12994,0.9209417,0.5490667,1293.649,14.1854,3.130207,373.412,0.2986083,143.0711,31.01833,58.883,3.899267,15.89678,3.906637,98.06334,43.0891,0.0,714.3317,5.516464,57.11167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roasts
Beef Tenderloin Asturias,10.57432,0.5422757,5.005004,653.8176,3.788305,1.22652,540.1428,0.1402723,381.4212,25.00047,170.8041,0.9991488,42.38013,3.988071,107.9075,32.37281,1276.708,546.9509,15.24539,40.73717,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Roasts
Beef and Barley Casserole,11.40122,0.4622,3.8345,548.4788,36.10607,8.542033,370.435,0.2742417,130.4089,24.99167,59.6213,6.690833,14.48988,3.8045,70.9525,24.02375,5102.627,670.728,5.546973,91.17876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Casseroles
Beef and Bean Pot,11.38286,0.4148875,24.05494,1771.733,64.11696,30.6906,779.9402,0.3072451,394.0855,38.57788,276.5634,13.63386,43.78728,5.018721,106.9284,36.65097,779.6514,915.3041,17.87227,61.08701,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Casseroles
Beef and Noodle Casserole,18.13499,0.4815515,82.47274,1540.352,55.54138,12.682,744.9462,0.601653,343.0316,133.502,531.8101,2.0275,38.11463,6.71913,169.3301,44.078,1475.675,802.7712,19.2187,68.7364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Beefy Cheesy Pasta,10.71348,0.3013876,1.6945,1492.3,56.48963,4.814312,550.8816,0.04322312,213.4518,152.6439,243.3305,2.90375,23.71686,3.363414,76.48615,29.02221,458.7089,420.1403,12.40222,62.48112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Pasta
Beer Braised Pork Loin,15.36034,1.003712,6.716875,670.2595,11.17771,4.351545,343.7642,0.8262845,146.0554,21.35406,40.64441,2.269822,16.22838,1.121382,99.2,34.05838,6377.378,655.4204,4.360354,44.40981,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Roasts
Beer Brisket,7.82594,0.3965146,2.630686,230.2359,10.94046,3.365059,571.744,0.09932553,376.9646,16.91659,33.49738,1.062606,41.88495,3.785982,124.386,32.05249,10.78436,394.9256,16.42536,35.0442,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,Roasts
Beet Stump Pot,4.263854,0.3633684,19.61502,116.6659,18.91796,3.008941,176.82,0.09503791,68.17448,29.02108,21.73596,2.737482,7.574943,1.998789,31.28333,8.615573,99.17783,516.8928,3.64966,32.57621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Casseroles
Beet and Yogurt Salad,2.159255,0.2461009,11.48836,585.5599,32.81384,28.84052,283.9797,0.131698,100.6766,92.53313,484.3182,3.9258,11.18629,4.217823,14.7,14.93167,371.6519,905.3105,3.017182,79.02413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vegetable Salads
Belgian Salad,1.041288,0.077024,12.1788,298.72,34.01909,23.04342,239.4514,0.06248501,101.4695,37.7136,24.2864,3.261252,11.27439,0.884336,0.0,2.88442,478.6434,189.0546,1.772382,15.4178,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Vegetable Salads
Best Beef Enchiladas,13.73642,0.4306251,9.581922,1216.315,46.11126,1.205945,583.1622,0.3794237,263.2312,114.5902,235.2804,7.125897,29.24791,6.460445,93.70906,32.98656,888.9326,791.3527,12.20618,72.51857,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Casseroles
Best Braised Balsamic Pot Roast,12.20447,0.540967,15.29982,290.6631,29.22084,1.880495,592.5348,0.3560187,333.9995,67.04733,79.09013,3.651605,37.11105,6.97879,120.2933,35.3736,934.5325,724.386,12.87365,56.32212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,Roasts
Best Ever Chicken Casserole,21.38033,1.32919,5.79525,944.7275,22.7517,4.28435,657.595,0.2088475,446.6675,51.18,36.35,2.0425,49.62973,4.3538,95.43999,30.81395,443.475,456.6225,8.180841,42.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Casseroles
Best Ever Cowboy Caviar,1.572914,0.130005,24.70031,414.9967,37.54476,15.53558,425.5557,0.1033388,254.3649,69.48251,42.40562,5.145859,28.26277,1.466,0.0,6.169608,711.3513,307.9394,3.811934,32.84438,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Vegetable Salads
